,userID,pageID,rating,time,url
3242,14107,39359,99,2014-11-11 19:19:35,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_02_(d)
3243,14107,39360,99,2014-11-11 19:10:41,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_02_(e)
3244,14107,39361,100,2014-11-11 19:35:24,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_03
3245,14107,39366,100,2014-12-06 03:17:44,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_05_(b)
3246,14107,51635,99,2014-12-06 01:54:15,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2013/Question_01_(h)
3247,14107,51650,99,2014-12-06 03:46:02,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2013/Question_03
3248,14115,39465,54,2014-09-30 01:20:57,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2012/Question_C_03_(b)
3249,14326,51638,100,2014-12-05 06:25:42,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2013/Question_01_(n)
3250,14327,29859,18,2014-12-02 05:32:43,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_02_(b)_i
3251,14327,29861,72,2014-12-02 05:33:41,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_02_(b)_iii
3252,14327,29863,12,2014-12-02 05:35:05,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_03
3253,14327,29864,80,2014-12-02 05:36:41,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_04_(i)
3254,14327,29865,67,2014-12-05 03:41:18,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_04_(ii)
3255,14327,29870,48,2014-12-05 03:25:23,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_05
3256,14334,39459,4,2014-10-31 22:50:22,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH102/December_2012/Question_C_05_2
3257,14444,38468,88,2014-09-25 03:59:46,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_01_(a)
3258,14493,29831,89,2014-12-01 19:55:12,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(k)
3259,14493,29837,86,2014-12-02 00:04:35,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_03_(a)
3260,14493,31189,94,2014-12-01 20:09:17,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_01_(e)
3261,14493,31190,76,2014-12-01 20:00:38,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_01_(f)
3262,14493,32000,71,2014-12-01 19:37:56,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_04_(b)
3263,14493,32004,76,2014-12-01 21:51:31,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_04_(d)
3264,14493,38468,93,2014-12-01 23:57:58,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_01_(a)
3265,14493,38474,95,2014-12-01 19:52:53,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_02_(a)
3266,14493,38484,83,2014-12-02 00:47:33,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_05_(a)
3267,14493,38486,93,2014-12-01 23:21:07,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_06_(a)
3268,14493,38487,96,2014-12-01 23:23:27,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_06_(b)
3269,14493,38488,81,2014-12-01 23:32:10,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_06_(c)
3270,14493,38489,96,2014-12-01 23:32:41,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_06_(d)
3271,14493,38491,80,2014-12-01 23:44:28,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_06_(f)
3272,14493,51543,98,2014-12-01 23:56:03,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2013/Question_01_(d)
3273,14493,51549,92,2014-12-01 19:45:16,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2013/Question_02_(c)
3274,14493,51553,90,2014-12-01 23:53:35,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2013/Question_05
3275,14493,51560,60,2014-12-01 20:43:40,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2013/Question_08_(c)
3276,14521,24886,1,2014-09-29 05:04:23,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_02_(d)
3277,14524,24675,80,2014-09-29 06:07:01,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_01_(a)
3278,14524,24880,85,2014-09-29 06:05:25,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_01_(l)
3279,14524,31559,80,2014-09-29 06:10:03,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(a)
3280,14524,31560,75,2014-09-29 06:08:29,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(b)
3281,14524,31561,70,2014-09-29 06:13:01,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(c)
3282,14524,31562,65,2014-09-29 06:15:43,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(d)
3283,14524,31563,40,2014-09-29 06:20:49,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_01_(e)
3284,14533,29716,76,2014-09-29 17:56:05,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(a)
3285,14533,29718,51,2014-09-29 17:45:21,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(c)
3286,14533,29719,95,2014-09-29 17:27:32,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(d)
3287,14533,31186,77,2014-09-29 18:02:37,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_01_(b)
3288,14533,32014,11,2014-09-29 16:55:09,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_08
3289,14533,35612,90,2014-09-29 17:02:04,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_01_(o)
3290,14533,38481,99,2014-09-29 17:23:47,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2012/Question_04_(a)
3291,14534,31998,69,2014-09-29 17:00:01,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_04_(a)
3292,14588,29716,44,2014-09-30 01:39:05,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(a)
3293,14588,29717,90,2014-09-30 01:41:23,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(b)
3294,14588,29718,95,2014-09-30 01:43:15,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(c)
3295,14588,29719,95,2014-09-30 01:44:33,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(d)
3296,14588,29720,28,2014-09-30 01:47:53,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(e)
3297,14588,29721,80,2014-09-30 01:50:17,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(f)
3298,14588,29827,58,2014-09-30 01:53:59,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(g)
3299,14588,29831,82,2014-09-30 02:00:35,http://wiki.ubc.ca/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_01_(k)
